timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1539398758616,111,Login-Open,200,OK,Thread Group-Testes 1-1,text,true,,6080,137,1,1,110,0,39
1539398759556,34,Login-Open,200,OK,Thread Group-Testes 1-2,text,true,,6080,137,2,2,34,0,1
1539398760541,41,Login-Open,200,OK,Thread Group-Testes 1-3,text,true,,6080,137,3,3,41,0,2
1539398761551,36,Login-Open,200,OK,Thread Group-Testes 1-4,text,true,,6080,137,4,4,36,0,1
1539398759593,2760,Login-Submit,302,Found,Thread Group-Testes 1-2,text,true,,624,450,4,4,2760,0,0
1539398762557,21,Login-Open,200,OK,Thread Group-Testes 1-5,text,true,,6080,137,5,5,21,0,1
1539398762358,365,Diarios,200,OK,Thread Group-Testes 1-2,text,true,,82509,260,5,5,365,0,1
1539398760589,2230,Login-Submit,302,Found,Thread Group-Testes 1-3,text,true,,624,450,5,5,2230,0,0
1539398762724,299,Diarios,200,OK,Thread Group-Testes 1-2,text,true,,82509,260,5,5,299,0,0
1539398762823,258,Diarios,200,OK,Thread Group-Testes 1-3,text,true,,64056,260,5,5,258,0,1
1539398763083,183,Diarios,200,OK,Thread Group-Testes 1-3,text,true,,64056,260,5,5,183,0,0
1539398763025,289,Diarios,200,OK,Thread Group-Testes 1-2,text,true,,82509,260,5,5,288,0,0
1539398762582,742,Login-Submit,302,Found,Thread Group-Testes 1-5,text,true,,624,450,5,5,742,0,0
1539398763268,174,Diarios,200,OK,Thread Group-Testes 1-3,text,true,,64056,260,5,5,174,0,0
1539398763315,261,Diarios,200,OK,Thread Group-Testes 1-2,text,true,,82509,260,6,6,261,0,0
1539398763551,30,Login-Open,200,OK,Thread Group-Testes 1-6,text,true,,6080,137,6,6,29,0,1
1539398763444,177,Diarios,200,OK,Thread Group-Testes 1-3,text,true,,64056,260,6,6,177,0,0
1539398763327,372,Diarios,200,OK,Thread Group-Testes 1-5,text,true,,91186,260,6,6,371,0,0
1539398763624,175,Diarios,200,OK,Thread Group-Testes 1-3,text,true,,64056,260,6,6,174,0,0
1539398763578,279,Diarios,200,OK,Thread Group-Testes 1-2,text,true,,82509,260,6,6,278,0,0
1539398763801,184,Diarios,200,OK,Thread Group-Testes 1-3,text,true,,64056,260,6,6,184,0,0
