timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1542163512683,104,Login-Open,200,OK,CT003 - Meus-Diarios 3-1,text,true,,6080,137,1,5,104,0,53
1542163512683,104,Login-Open,200,OK,CT002 - Listar-Alunos 2-1,text,true,,6080,137,1,5,104,0,53
1542163512683,104,Login-Open,200,OK,CT001 - Index 1-1,text,true,,6080,137,1,5,104,0,53
1542163512683,106,Login-Open,200,OK,CT004 - Listar-Processos 4-1,text,true,,6080,137,1,5,105,0,53
1542163512683,106,Login-Open,200,OK,CT005 - Visualizar-Processo 5-1,text,true,,6080,137,1,5,105,0,53
1542163512803,659,Login-Submit,302,Found,CT004 - Listar-Processos 4-1,text,true,,624,450,1,5,659,0,0
1542163512801,667,Login-Submit,302,Found,CT003 - Meus-Diarios 3-1,text,true,,624,450,1,5,667,0,0
1542163512802,675,Login-Submit,302,Found,CT001 - Index 1-1,text,true,,624,450,1,5,675,0,0
1542163512806,797,Login-Submit,302,Found,CT005 - Visualizar-Processo 5-1,text,true,,624,450,1,5,797,0,0
1542163513639,28,Login-Open,200,OK,CT003 - Meus-Diarios 3-2,text,true,,6080,137,2,10,28,0,1
1542163513631,40,Login-Open,200,OK,CT002 - Listar-Alunos 2-2,text,true,,6080,137,2,10,40,0,2
1542163513633,39,Login-Open,200,OK,CT005 - Visualizar-Processo 5-2,text,true,,6080,137,2,10,39,0,0
1542163513633,44,Login-Open,200,OK,CT004 - Listar-Processos 4-2,text,true,,6080,137,2,10,44,0,1
1542163513640,43,Login-Open,200,OK,CT001 - Index 1-2,text,true,,6080,137,2,10,43,0,1
1542163513471,252,Diarios,200,OK,CT003 - Meus-Diarios 3-1,text,true,,64056,260,2,10,251,0,0
1542163513725,174,Diarios,200,OK,CT003 - Meus-Diarios 3-1,text,true,,64056,260,2,10,174,0,0
1542163513901,194,Diarios,200,OK,CT003 - Meus-Diarios 3-1,text,true,,64056,260,2,10,194,0,0
1542163513480,680,Index,200,OK,CT001 - Index 1-1,text,true,,69804,243,2,10,679,0,0
1542163513670,541,Login-Submit,302,Found,CT003 - Meus-Diarios 3-2,text,true,,624,450,2,10,541,0,0
1542163513674,551,Login-Submit,302,Found,CT002 - Listar-Alunos 2-2,text,true,,624,450,2,10,551,0,0
1542163513680,559,Login-Submit,302,Found,CT004 - Listar-Processos 4-2,text,true,,623,449,2,10,559,0,0
1542163514097,193,Diarios,200,OK,CT003 - Meus-Diarios 3-1,text,true,,64056,260,2,10,192,0,0
1542163513675,673,Login-Submit,302,Found,CT005 - Visualizar-Processo 5-2,text,true,,623,449,2,10,673,0,0
1542163513685,670,Login-Submit,302,Found,CT001 - Index 1-2,text,true,,624,450,2,10,670,0,0
1542163514214,281,Diarios,200,OK,CT003 - Meus-Diarios 3-2,text,true,,81342,260,2,10,281,0,0
1542163514291,217,Diarios,200,OK,CT003 - Meus-Diarios 3-1,text,true,,64056,260,2,10,217,0,0
1542163514628,23,Login-Open,200,OK,CT002 - Listar-Alunos 2-3,text,true,,6080,137,3,15,23,0,1
1542163514632,27,Login-Open,200,OK,CT004 - Listar-Processos 4-3,text,true,,6080,137,3,15,27,0,1
1542163514630,31,Login-Open,200,OK,CT001 - Index 1-3,text,true,,6080,137,3,15,31,0,2
1542163514633,28,Login-Open,200,OK,CT003 - Meus-Diarios 3-3,text,true,,6080,137,3,15,27,0,1
1542163514510,222,Diarios,200,OK,CT003 - Meus-Diarios 3-1,text,true,,64056,260,3,15,222,0,0
1542163514497,265,Diarios,200,OK,CT003 - Meus-Diarios 3-2,text,true,,81342,260,3,15,264,0,0
1542163514162,680,Index,200,OK,CT001 - Index 1-1,text,true,,69804,243,3,15,680,0,0
1542163513605,1249,Visualizar-Processo,200,OK,CT005 - Visualizar-Processo 5-1,text,true,,88125,278,3,15,1248,0,0
1542163514733,206,Diarios,200,OK,CT003 - Meus-Diarios 3-1,text,true,,64056,260,3,15,205,0,1
1542163514763,251,Diarios,200,OK,CT003 - Meus-Diarios 3-2,text,true,,81342,260,3,15,250,0,0
1542163514941,202,Diarios,200,OK,CT003 - Meus-Diarios 3-1,text,true,,64056,260,3,15,202,0,0
1542163514654,554,Login-Submit,302,Found,CT002 - Listar-Alunos 2-3,text,true,,624,450,3,15,554,0,0
1542163514663,572,Login-Submit,302,Found,CT001 - Index 1-3,text,true,,624,450,3,15,572,0,0
1542163514665,581,Login-Submit,302,Found,CT003 - Meus-Diarios 3-3,text,true,,624,450,3,15,581,0,0
1542163515016,254,Diarios,200,OK,CT003 - Meus-Diarios 3-2,text,true,,81342,260,3,15,254,0,0
1542163515145,193,Diarios,200,OK,CT003 - Meus-Diarios 3-1,text,true,,64056,260,3,15,193,0,0
1542163514662,711,Login-Submit,302,Found,CT004 - Listar-Processos 4-3,text,true,,624,450,3,15,711,0,0
1542163514640,813,Login-Open,200,OK,CT005 - Visualizar-Processo 5-3,text,true,,6080,137,3,15,813,0,27
1542163514229,1274,Visualizar-Alunos,200,OK,CT002 - Listar-Alunos 2-2,text,true,,87032,259,3,15,1274,0,0
1542163514843,683,Index,200,OK,CT001 - Index 1-1,text,true,,69804,243,3,15,682,0,0
1542163515272,282,Diarios,200,OK,CT003 - Meus-Diarios 3-2,text,true,,81342,260,3,15,282,0,0
1542163515340,214,Diarios,200,OK,CT003 - Meus-Diarios 3-1,text,true,,64056,260,3,15,214,0,0
1542163515248,311,Diarios,200,OK,CT003 - Meus-Diarios 3-3,text,true,,69006,260,3,15,311,0,0
1542163514350,1299,Visualizar-Processo,200,OK,CT005 - Visualizar-Processo 5-2,text,true,,90398,278,4,20,1298,0,0
1542163515627,39,Login-Open,200,OK,CT005 - Visualizar-Processo 5-4,text,true,,6080,137,4,20,39,0,1
1542163515627,43,Login-Open,200,OK,CT002 - Listar-Alunos 2-4,text,true,,6080,137,4,20,43,0,1
1542163515627,56,Login-Open,200,OK,CT001 - Index 1-4,text,true,,6080,137,4,20,56,0,1
1542163515633,60,Login-Open,200,OK,CT004 - Listar-Processos 4-4,text,true,,6080,137,4,20,60,0,1
1542163515636,64,Login-Open,200,OK,CT003 - Meus-Diarios 3-4,text,true,,6080,137,4,20,64,0,1
1542163515556,206,Diarios,200,OK,CT003 - Meus-Diarios 3-1,text,true,,64056,260,4,20,205,0,0
1542163515561,240,Diarios,200,OK,CT003 - Meus-Diarios 3-3,text,true,,69006,260,4,20,240,0,0
1542163515555,277,Diarios,200,OK,CT003 - Meus-Diarios 3-2,text,true,,81342,260,4,20,276,0,0
1542163514358,1562,Index,200,OK,CT001 - Index 1-2,text,true,,77055,243,4,20,1561,0,0
1542163515238,829,Index,200,OK,CT001 - Index 1-3,text,true,,70245,243,4,20,828,0,0
1542163514856,1287,Visualizar-Processo,200,OK,CT005 - Visualizar-Processo 5-1,text,true,,88125,278,4,20,1286,0,1
1542163515527,754,Index,200,OK,CT001 - Index 1-1,text,true,,69804,243,4,20,754,0,0
1542163515667,702,Login-Submit,302,Found,CT005 - Visualizar-Processo 5-4,text,true,,624,450,4,20,702,0,0
1542163515763,609,Diarios,200,OK,CT003 - Meus-Diarios 3-1,text,true,,64056,260,4,20,608,0,0
1542163515685,711,Login-Submit,302,Found,CT001 - Index 1-4,text,true,,624,450,4,20,711,0,0
1542163515211,1325,Visualizar-Alunos,200,OK,CT002 - Listar-Alunos 2-3,text,true,,85675,259,4,20,1325,0,0
1542163515802,753,Diarios,200,OK,CT003 - Meus-Diarios 3-3,text,true,,69006,260,4,20,752,0,0
1542163515833,815,Diarios,200,OK,CT003 - Meus-Diarios 3-2,text,true,,81342,260,5,25,815,0,1
1542163515703,970,Login-Submit,302,Found,CT003 - Meus-Diarios 3-4,text,true,,624,450,5,25,970,0,0
1542163515505,1209,Visualizar-Alunos,200,OK,CT002 - Listar-Alunos 2-2,text,true,,87032,259,5,25,1209,0,0
1542163513467,3286,Visualizar-Processos,200,OK,CT004 - Listar-Processos 4-1,text,true,,419208,295,5,25,3283,0,0
1542163516373,581,Diarios,200,OK,CT003 - Meus-Diarios 3-1,text,true,,64056,260,5,25,581,0,0
1542163515650,1422,Visualizar-Processo,200,OK,CT005 - Visualizar-Processo 5-2,text,true,,90398,278,5,25,1421,0,0
1542163515671,1465,Login-Submit,302,Found,CT002 - Listar-Alunos 2-4,text,true,,624,450,5,25,1465,0,0
1542163516631,524,Login-Open,200,OK,CT002 - Listar-Alunos 2-5,text,true,,6080,137,5,25,524,0,1
1542163516632,542,Login-Open,200,OK,CT005 - Visualizar-Processo 5-5,text,true,,6080,137,5,25,541,0,1
1542163516636,556,Login-Open,200,OK,CT001 - Index 1-5,text,true,,6080,137,5,25,556,0,2
1542163516639,569,Login-Open,200,OK,CT004 - Listar-Processos 4-5,text,true,,6080,137,5,25,569,0,1
1542163515920,1293,Index,200,OK,CT001 - Index 1-2,text,true,,77055,243,5,25,1293,0,1
1542163516640,587,Login-Open,200,OK,CT003 - Meus-Diarios 3-5,text,true,,6080,137,5,25,587,0,1
1542163516068,1197,Index,200,OK,CT001 - Index 1-3,text,true,,70245,243,5,25,1196,0,0
1542163516283,1032,Index,200,OK,CT001 - Index 1-1,text,true,,69804,243,5,25,1032,0,0
1542163516555,811,Diarios,200,OK,CT003 - Meus-Diarios 3-3,text,true,,69006,260,5,25,810,0,0
1542163516649,852,Diarios,200,OK,CT003 - Meus-Diarios 3-2,text,true,,81342,260,5,25,851,0,0
1542163516674,884,Diarios,200,OK,CT003 - Meus-Diarios 3-4,text,true,,74855,260,5,25,883,0,0
1542163516398,1175,Index,200,OK,CT001 - Index 1-4,text,true,,69870,243,5,25,1174,0,0
1542163516956,680,Diarios,200,OK,CT003 - Meus-Diarios 3-1,text,true,,64056,260,5,29,680,0,1
1542163514240,3643,Visualizar-Processos,200,OK,CT004 - Listar-Processos 4-2,text,true,,415981,295,6,30,3639,0,0
1542163515456,2552,Login-Submit,302,Found,CT005 - Visualizar-Processo 5-3,text,true,,624,450,6,30,2552,0,0
1542163516144,1885,Visualizar-Processo,200,OK,CT005 - Visualizar-Processo 5-1,text,true,,88125,278,6,30,1885,0,0
1542163517157,976,Login-Submit,302,Found,CT002 - Listar-Alunos 2-5,text,true,,624,450,6,30,976,0,0
1542163517176,1015,Login-Submit,302,Found,CT005 - Visualizar-Processo 5-5,text,true,,624,450,6,30,1015,0,0
1542163516538,1665,Visualizar-Alunos,200,OK,CT002 - Listar-Alunos 2-3,text,true,,85675,259,6,30,1664,0,0
1542163516371,1851,Visualizar-Processo,200,OK,CT005 - Visualizar-Processo 5-4,text,true,,94021,278,6,30,1850,0,0
1542163515695,2576,Login-Submit,302,Found,CT004 - Listar-Processos 4-4,text,true,,624,450,6,30,2576,0,0
1542163512802,5524,Login-Submit,302,Found,CT002 - Listar-Alunos 2-1,text,true,,624,450,6,30,5524,0,0
1542163517195,1285,Login-Submit,302,Found,CT001 - Index 1-5,text,true,,624,450,6,30,1285,0,0
1542163517368,1116,Diarios,200,OK,CT003 - Meus-Diarios 3-3,text,true,,69006,260,6,30,1116,0,1
