timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1539453957046,110,Login-Open,200,OK,Thread Group-Testes 1-1,text,true,,6080,137,1,1,110,0,48
1539453957938,30,Login-Open,200,OK,Thread Group-Testes 1-2,text,true,,6080,137,2,2,30,0,1
1539453957972,603,Login-Submit,302,Found,Thread Group-Testes 1-2,text,true,,624,450,2,2,603,0,0
1539453958939,39,Login-Open,200,OK,Thread Group-Testes 1-3,text,true,,6080,137,3,3,38,0,1
1539453958981,736,Login-Submit,302,Found,Thread Group-Testes 1-3,text,true,,624,450,3,3,736,0,0
1539453958577,1215,Visualizar-Processo,200,OK,Thread Group-Testes 1-2,text,true,,88125,278,3,3,1215,0,0
1539453959916,35,Login-Open,200,OK,Thread Group-Testes 1-4,text,true,,6080,137,4,4,35,0,1
1539453959955,592,Login-Submit,302,Found,Thread Group-Testes 1-4,text,true,,624,450,4,4,592,0,0
1539453959720,1237,Visualizar-Processo,200,OK,Thread Group-Testes 1-3,text,true,,91375,278,5,5,1236,0,0
1539453960927,49,Login-Open,200,OK,Thread Group-Testes 1-5,text,true,,6080,137,5,5,48,0,1
1539453959793,1213,Visualizar-Processo,200,OK,Thread Group-Testes 1-2,text,true,,88125,278,5,5,1211,0,0
1539453961940,30,Login-Open,200,OK,Thread Group-Testes 1-6,text,true,,6080,137,6,6,30,0,1
1539453960554,1460,Visualizar-Processo,200,OK,Thread Group-Testes 1-4,text,true,,88819,278,6,6,1460,0,0
1539453961008,1286,Visualizar-Processo,200,OK,Thread Group-Testes 1-2,text,true,,88125,278,6,6,1286,0,2
1539453960958,1606,Visualizar-Processo,200,OK,Thread Group-Testes 1-3,text,true,,91375,278,6,6,1605,0,1
1539453962915,30,Login-Open,200,OK,Thread Group-Testes 1-7,text,true,,6080,137,7,7,30,0,2
1539453962016,1263,Visualizar-Processo,200,OK,Thread Group-Testes 1-4,text,true,,88819,278,7,7,1262,0,0
1539453960979,2373,Login-Submit,302,Found,Thread Group-Testes 1-5,text,true,,624,450,7,7,2373,0,0
1539453962950,608,Login-Submit,302,Found,Thread Group-Testes 1-7,text,true,,623,449,7,7,608,0,0
