timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1539451688091,751,Login-Open,200,OK,Thread Group-Testes 1-1,text,true,,6080,137,1,1,751,0,41
1539451688965,33,Login-Open,200,OK,Thread Group-Testes 1-2,text,true,,6080,137,2,2,33,0,1
1539451689961,37,Login-Open,200,OK,Thread Group-Testes 1-3,text,true,,6080,137,3,3,37,0,1
1539451690001,589,Login-Submit,302,Found,Thread Group-Testes 1-3,text,true,,624,450,3,3,589,0,0
1539451690964,37,Login-Open,200,OK,Thread Group-Testes 1-4,text,true,,6080,137,4,4,37,0,3
1539451689002,2166,Login-Submit,302,Found,Thread Group-Testes 1-2,text,true,,624,450,4,4,2166,0,0
1539451691005,592,Login-Submit,302,Found,Thread Group-Testes 1-4,text,true,,624,450,4,4,592,0,0
1539451690594,1196,Visualizar-Processo,200,OK,Thread Group-Testes 1-3,text,true,,91375,278,4,4,1196,0,0
1539451691964,35,Login-Open,200,OK,Thread Group-Testes 1-5,text,true,,6080,137,5,5,35,0,2
1539451691171,1207,Visualizar-Processo,200,OK,Thread Group-Testes 1-2,text,true,,88125,278,5,5,1207,0,1
1539451692003,602,Login-Submit,302,Found,Thread Group-Testes 1-5,text,true,,624,450,5,5,602,0,0
1539451691600,1253,Visualizar-Processo,200,OK,Thread Group-Testes 1-4,text,true,,88819,278,5,5,1252,0,0
1539451692963,23,Login-Open,200,OK,Thread Group-Testes 1-6,text,true,,6080,137,6,6,23,0,2
1539451691794,1230,Visualizar-Processo,200,OK,Thread Group-Testes 1-3,text,true,,91375,278,6,6,1229,0,0
1539451692990,619,Login-Submit,302,Found,Thread Group-Testes 1-6,text,true,,624,450,6,6,619,0,0
1539451692380,1281,Visualizar-Processo,200,OK,Thread Group-Testes 1-2,text,true,,88125,278,6,6,1281,0,0
1539451692608,1293,Visualizar-Processo,200,OK,Thread Group-Testes 1-5,text,true,,92340,278,6,6,1293,0,0
1539451693961,28,Login-Open,200,OK,Thread Group-Testes 1-7,text,true,,6080,137,7,7,28,0,1
1539451692855,1288,Visualizar-Processo,200,OK,Thread Group-Testes 1-4,text,true,,88819,278,7,7,1287,0,0
1539451693027,1632,Visualizar-Processo,200,OK,Thread Group-Testes 1-3,text,true,,91375,278,7,7,1632,0,1
1539451693663,1260,Visualizar-Processo,200,OK,Thread Group-Testes 1-2,text,true,,88125,278,7,7,1259,0,1
1539451693611,1378,Visualizar-Processo,200,OK,Thread Group-Testes 1-6,text,true,,91610,278,8,8,1377,0,0
1539451694963,34,Login-Open,200,OK,Thread Group-Testes 1-8,text,true,,6080,137,8,8,34,0,1
1539451693902,1264,Visualizar-Processo,200,OK,Thread Group-Testes 1-5,text,true,,92340,278,8,8,1264,0,0
1539451694144,1268,Visualizar-Processo,200,OK,Thread Group-Testes 1-4,text,true,,88819,278,8,8,1267,0,1
1539451688856,7168,Login-Submit,302,Found,Thread Group-Testes 1-1,text,true,,624,450,9,9,7168,0,0
1539451693992,2232,Login-Submit,302,Found,Thread Group-Testes 1-7,text,true,,623,449,9,9,2232,0,0
1539451694992,1272,Visualizar-Processo,200,OK,Thread Group-Testes 1-6,text,true,,91610,278,9,9,1272,0,1
1539451694925,1359,Visualizar-Processo,200,OK,Thread Group-Testes 1-2,text,true,,88125,278,9,9,1358,0,0
1539451695000,1379,Login-Submit,302,Found,Thread Group-Testes 1-8,text,true,,623,449,9,9,1379,0,0
1539451695167,1233,Visualizar-Processo,200,OK,Thread Group-Testes 1-5,text,true,,92340,278,9,9,1232,0,1
1539451694660,1893,Visualizar-Processo,200,OK,Thread Group-Testes 1-3,text,true,,91375,278,9,9,1892,0,0
1539451695414,1247,Visualizar-Processo,200,OK,Thread Group-Testes 1-4,text,true,,88819,278,9,9,1247,0,0
1539451695938,745,Login-Open,200,OK,Thread Group-Testes 1-9,text,true,,6080,137,9,9,745,0,1
1539451696969,21,Login-Open,200,OK,Thread Group-Testes 1-10,text,true,,6080,137,10,10,20,0,0
1539451696686,623,Login-Submit,302,Found,Thread Group-Testes 1-9,text,true,,624,450,10,10,623,0,0
1539451696027,1326,Visualizar-Processo,200,OK,Thread Group-Testes 1-1,text,true,,107801,278,10,10,1325,0,0
1539451696226,1292,Visualizar-Processo,200,OK,Thread Group-Testes 1-7,text,true,,89113,278,10,10,1291,0,0
1539451696266,1292,Visualizar-Processo,200,OK,Thread Group-Testes 1-6,text,true,,91610,278,10,10,1291,0,0
1539451696285,1307,Visualizar-Processo,200,OK,Thread Group-Testes 1-2,text,true,,88125,278,10,10,1306,0,1
1539451696993,611,Login-Submit,302,Found,Thread Group-Testes 1-10,text,true,,624,450,10,10,611,0,0
1539451696401,1264,Visualizar-Processo,200,OK,Thread Group-Testes 1-5,text,true,,92340,278,10,10,1263,0,0
1539451696382,1308,Visualizar-Processo,200,OK,Thread Group-Testes 1-8,text,true,,90398,278,10,10,1307,0,0
1539451697691,1,Visualizar-Processo,502,Bad Gateway,Thread Group-Testes 1-8,text,false,,330,278,10,10,1,0,0
