timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1539288836859,101,Login-Open,200,OK,Thread Group-Testes 1-1,text,true,,6080,137,1,1,101,0,51
1539288837764,33,Login-Open,200,OK,Thread Group-Testes 1-2,text,true,,6080,137,2,2,33,0,1
1539288837802,722,Login-Submit,302,Found,Thread Group-Testes 1-2,text,true,,624,450,2,2,722,0,0
1539288838776,30,Login-Open,200,OK,Thread Group-Testes 1-3,text,true,,6080,137,3,3,30,0,1
1539288838526,626,Index,200,OK,Thread Group-Testes 1-2,text,true,,70386,243,3,3,625,0,0
1539288839154,498,Index,200,OK,Thread Group-Testes 1-2,text,true,,70386,243,3,3,498,0,0
1539288839774,39,Login-Open,200,OK,Thread Group-Testes 1-4,text,true,,6080,137,4,4,39,0,1
1539288839654,482,Index,200,OK,Thread Group-Testes 1-2,text,true,,70386,243,4,4,482,0,0
1539288838810,1442,Login-Submit,302,Found,Thread Group-Testes 1-3,text,true,,624,450,4,4,1442,0,0
1539288840142,506,Index,200,OK,Thread Group-Testes 1-2,text,true,,70386,243,4,4,505,0,1
1539288840785,40,Login-Open,200,OK,Thread Group-Testes 1-5,text,true,,6080,137,5,5,40,0,1
1539288840650,491,Index,200,OK,Thread Group-Testes 1-2,text,true,,70386,243,5,5,491,0,0
1539288840253,1020,Index,200,OK,Thread Group-Testes 1-3,text,true,,69075,243,5,5,1019,0,0
1539288840828,598,Login-Submit,302,Found,Thread Group-Testes 1-5,text,true,,624,450,5,5,598,0,0
1539288841144,563,Index,200,OK,Thread Group-Testes 1-2,text,true,,70386,243,5,5,562,0,0
1539288839817,1972,Login-Submit,302,Found,Thread Group-Testes 1-4,text,true,,624,450,6,6,1972,0,0
1539288841784,33,Login-Open,200,OK,Thread Group-Testes 1-6,text,true,,6080,137,6,6,33,0,2
1539288841275,637,Index,200,OK,Thread Group-Testes 1-3,text,true,,69075,243,6,6,637,0,1
1539288841429,777,Index,200,OK,Thread Group-Testes 1-5,text,true,,72408,243,6,6,777,0,0
1539288841709,525,Index,200,OK,Thread Group-Testes 1-2,text,true,,70386,243,6,6,524,0,0
1539288841791,651,Index,200,OK,Thread Group-Testes 1-4,text,true,,71109,243,6,6,651,0,1
1539288836972,5543,Login-Submit,302,Found,Thread Group-Testes 1-1,text,true,,624,450,6,6,5543,0,0
1539288842773,27,Login-Open,200,OK,Thread Group-Testes 1-7,text,true,,6080,137,7,7,27,0,1
1539288842209,741,Index,200,OK,Thread Group-Testes 1-5,text,true,,72408,243,7,7,739,0,0
1539288842445,617,Index,200,OK,Thread Group-Testes 1-4,text,true,,71109,243,7,7,616,0,0
1539288841914,1433,Index,200,OK,Thread Group-Testes 1-3,text,true,,69075,243,7,7,1433,0,0
1539288842518,934,Index,200,OK,Thread Group-Testes 1-1,text,true,,81969,243,7,7,934,0,1
1539288842236,1318,Index,200,OK,Thread Group-Testes 1-2,text,true,,70386,243,7,7,1318,0,1
1539288843063,633,Index,200,OK,Thread Group-Testes 1-4,text,true,,71109,243,7,7,633,0,0
1539288842951,754,Index,200,OK,Thread Group-Testes 1-5,text,true,,72408,243,7,7,754,0,1
1539288843773,3,Login-Open,502,Bad Gateway,Thread Group-Testes 1-8,text,false,,330,137,8,8,3,0,1
