timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1539287280851,91,Login-Open,200,OK,Thread Group-Testes 1-1,text,true,,6080,137,1,1,90,0,46
1539287281807,24,Login-Open,200,OK,Thread Group-Testes 1-2,text,true,,6080,137,2,2,24,0,2
1539287281835,587,Login-Submit,302,Found,Thread Group-Testes 1-2,text,true,,624,450,2,2,587,0,0
1539287282808,28,Login-Open,200,OK,Thread Group-Testes 1-3,text,true,,6080,137,3,3,28,0,1
1539287282426,590,Index,200,OK,Thread Group-Testes 1-2,text,true,,70386,243,3,3,590,0,0
1539287283019,478,Index,200,OK,Thread Group-Testes 1-2,text,true,,70386,243,3,3,477,0,0
1539287283808,33,Login-Open,200,OK,Thread Group-Testes 1-4,text,true,,6080,137,4,4,33,0,1
1539287283499,500,Index,200,OK,Thread Group-Testes 1-2,text,true,,70386,243,4,4,499,0,0
1539287284002,533,Index,200,OK,Thread Group-Testes 1-2,text,true,,70386,243,4,4,533,0,1
1539287284807,33,Login-Open,200,OK,Thread Group-Testes 1-5,text,true,,6080,137,5,5,33,0,1
1539287284538,507,Index,200,OK,Thread Group-Testes 1-2,text,true,,70386,243,5,5,506,0,0
1539287282840,2285,Login-Submit,302,Found,Thread Group-Testes 1-3,text,true,,624,450,5,5,2285,0,0
1539287284844,601,Login-Submit,302,Found,Thread Group-Testes 1-5,text,true,,624,450,5,5,601,0,0
1539287285046,540,Index,200,OK,Thread Group-Testes 1-2,text,true,,70386,243,5,5,539,0,0
1539287283845,1934,Login-Submit,302,Found,Thread Group-Testes 1-4,text,true,,624,450,5,5,1934,0,0
1539287285807,42,Login-Open,200,OK,Thread Group-Testes 1-6,text,true,,6080,137,6,6,42,0,1
1539287285129,755,Index,200,OK,Thread Group-Testes 1-3,text,true,,69075,243,6,6,755,0,1
1539287285588,492,Index,200,OK,Thread Group-Testes 1-2,text,true,,70386,243,6,6,492,0,0
1539287285449,763,Index,200,OK,Thread Group-Testes 1-5,text,true,,72408,243,6,6,763,0,0
1539287285782,662,Index,200,OK,Thread Group-Testes 1-4,text,true,,71109,243,6,6,662,0,0
1539287280956,5555,Login-Submit,302,Found,Thread Group-Testes 1-1,text,true,,624,450,6,6,5555,0,0
1539287286084,514,Index,200,OK,Thread Group-Testes 1-2,text,true,,70386,243,6,6,514,0,1
1539287286806,26,Login-Open,200,OK,Thread Group-Testes 1-7,text,true,,6080,137,7,7,26,0,1
1539287285887,1037,Index,200,OK,Thread Group-Testes 1-3,text,true,,69075,243,7,7,1037,0,0
1539287286216,740,Index,200,OK,Thread Group-Testes 1-5,text,true,,72408,243,7,7,740,0,0
1539287286447,618,Index,200,OK,Thread Group-Testes 1-4,text,true,,71109,243,7,7,617,0,1
1539287286600,545,Index,200,OK,Thread Group-Testes 1-2,text,true,,70386,243,7,7,545,0,0
1539287286514,1002,Index,200,OK,Thread Group-Testes 1-1,text,true,,81969,243,7,7,1002,0,1
1539287286926,681,Index,200,OK,Thread Group-Testes 1-3,text,true,,69075,243,7,7,680,0,0
